"Project Code","Project Path","Type","Severity","Issue","File","Details","Suggestion"
"b76-vibe-code-auto-chapters-opus-4.5","/Users/davidcruwys/dev/video-projects/v-appydave/b76-vibe-code-auto-chapters-opus-4.5","derivative","info","Missing shadow file","07-2-polished-ux.mov","Shadow file not found: 07-2-polished-ux.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b76-vibe-code-auto-chapters-opus-4.5","/Users/davidcruwys/dev/video-projects/v-appydave/b76-vibe-code-auto-chapters-opus-4.5","derivative","info","Missing shadow file","08-1-outro-CTA.mov","Shadow file not found: 08-1-outro-CTA.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b77-vibe-marketing-info-page-5-minutes","/Users/davidcruwys/dev/video-projects/v-appydave/b77-vibe-marketing-info-page-5-minutes","derivative","info","Missing shadow file","01-1-one-take-video.mov","Shadow file not found: 01-1-one-take-video.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b77-vibe-marketing-info-page-5-minutes","/Users/davidcruwys/dev/video-projects/v-appydave/b77-vibe-marketing-info-page-5-minutes","derivative","info","Missing shadow file","02-1-demo.mov","Shadow file not found: 02-1-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b77-vibe-marketing-info-page-5-minutes","/Users/davidcruwys/dev/video-projects/v-appydave/b77-vibe-marketing-info-page-5-minutes","derivative","info","Missing transcript","01-1-one-take-video.mov","Transcript not found (may be queued)","Use FR-136 Regen Transcripts tool or wait for queue"
"b77-vibe-marketing-info-page-5-minutes","/Users/davidcruwys/dev/video-projects/v-appydave/b77-vibe-marketing-info-page-5-minutes","derivative","info","Missing transcript","02-1-demo.mov","Transcript not found (may be queued)","Use FR-136 Regen Transcripts tool or wait for queue"
"b80-claude-skills-custom-tools-ON-HOLD","/Users/davidcruwys/dev/video-projects/v-appydave/b80-claude-skills-custom-tools-ON-HOLD","derivative","info","Missing shadow file","01-1-intro.mov","Shadow file not found: 01-1-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b80-claude-skills-custom-tools-ON-HOLD","/Users/davidcruwys/dev/video-projects/v-appydave/b80-claude-skills-custom-tools-ON-HOLD","derivative","info","Missing transcript","01-1-intro.mov","Transcript not found (may be queued)","Use FR-136 Regen Transcripts tool or wait for queue"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","01-1-intro.mov","Shadow file not found: 01-1-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","02-1-scenario.mov","Shadow file not found: 02-1-scenario.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","02-2-scenario.mov","Shadow file not found: 02-2-scenario.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","03-2-problem.mov","Shadow file not found: 03-2-problem.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","03-3-problem.mov","Shadow file not found: 03-3-problem.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","04-1-costs.mov","Shadow file not found: 04-1-costs.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","04-2-costs.mov","Shadow file not found: 04-2-costs.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","04-3-costs.mov","Shadow file not found: 04-3-costs.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","05-1-better-stack.mov","Shadow file not found: 05-1-better-stack.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","05-2-better-stack.mov","Shadow file not found: 05-2-better-stack.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","05-3-better-stack.mov","Shadow file not found: 05-3-better-stack.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","05-4-better-stack.mov","Shadow file not found: 05-4-better-stack.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","06-1-flihub.mov","Shadow file not found: 06-1-flihub.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","06-2-flihub.mov","Shadow file not found: 06-2-flihub.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","06-3-flihub.mov","Shadow file not found: 06-3-flihub.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","07-1-555-manifesto.mov","Shadow file not found: 07-1-555-manifesto.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","07-2-555-manifesto.mov","Shadow file not found: 07-2-555-manifesto.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","08-1-storylineapp-fli-video-dam.mov","Shadow file not found: 08-1-storylineapp-fli-video-dam.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","08-2-storylineapp-fli-video-dam.mov","Shadow file not found: 08-2-storylineapp-fli-video-dam.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","08-3-storylineapp-fli-video-dam.mov","Shadow file not found: 08-3-storylineapp-fli-video-dam.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-1-dam-demo.mov","Shadow file not found: 09-1-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-2-dam-demo.mov","Shadow file not found: 09-2-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-3-dam-demo.mov","Shadow file not found: 09-3-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-4-dam-demo.mov","Shadow file not found: 09-4-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-5-dam-demo.mov","Shadow file not found: 09-5-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-6-dam-demo.mov","Shadow file not found: 09-6-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","09-7-dam-demo.mov","Shadow file not found: 09-7-dam-demo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","10-1-repo-CTA.mov","Shadow file not found: 10-1-repo-CTA.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","10-2-outro-RECAP.mov","Shadow file not found: 10-2-outro-RECAP.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","10-3-outro-RECAP.mov","Shadow file not found: 10-3-outro-RECAP.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b81-dam-command-line","/Users/davidcruwys/dev/video-projects/v-appydave/b81-dam-command-line","derivative","info","Missing shadow file","10-4-outro.mov","Shadow file not found: 10-4-outro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","01-1-intro.mov","Shadow file not found: 01-1-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","01-2-intro.mov","Shadow file not found: 01-2-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","01-3-intro.mov","Shadow file not found: 01-3-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","01-4-intro.mov","Shadow file not found: 01-4-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","02-1-who-am-i.mov","Shadow file not found: 02-1-who-am-i.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","02-2-who-am-i.mov","Shadow file not found: 02-2-who-am-i.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","02-3-who-am-i.mov","Shadow file not found: 02-3-who-am-i.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","03-1-context-engineering.mov","Shadow file not found: 03-1-context-engineering.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","03-2-context-engineering.mov","Shadow file not found: 03-2-context-engineering.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","03-3-context-engineering.mov","Shadow file not found: 03-3-context-engineering.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","04-1-asset-generation.mov","Shadow file not found: 04-1-asset-generation.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","04-2-asset-generation.mov","Shadow file not found: 04-2-asset-generation.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","04-3-asset-generation.mov","Shadow file not found: 04-3-asset-generation.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","05-1-supporting-scripts.mov","Shadow file not found: 05-1-supporting-scripts.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","05-2-supporting-scripts.mov","Shadow file not found: 05-2-supporting-scripts.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","05-3-supporting-scripts.mov","Shadow file not found: 05-3-supporting-scripts.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","06-1-outro-CTA.mov","Shadow file not found: 06-1-outro-CTA.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","07-1-video-editing.mov","Shadow file not found: 07-1-video-editing.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","07-2-video-editing.mov","Shadow file not found: 07-2-video-editing.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b83-ecamm-application","/Users/davidcruwys/dev/video-projects/v-appydave/b83-ecamm-application","derivative","info","Missing shadow file","07-3-video-editing.mov","Shadow file not found: 07-3-video-editing.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b84-ecamm-application-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b84-ecamm-application-presentation","derivative","info","Missing shadow file","01-1-ecamm-application.mov","Shadow file not found: 01-1-ecamm-application.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b84-ecamm-application-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b84-ecamm-application-presentation","derivative","info","Missing transcript","01-1-ecamm-application.mov","Transcript not found (may be queued)","Use FR-136 Regen Transcripts tool or wait for queue"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","01-1-intro.mov","Shadow file not found: 01-1-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-1-setup.mov","Shadow file not found: 02-1-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-2-setup.mov","Shadow file not found: 02-2-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-3-setup.mov","Shadow file not found: 02-3-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-4-setup.mov","Shadow file not found: 02-4-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-5-setup.mov","Shadow file not found: 02-5-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b87-12-days-of-claudmas-01","/Users/davidcruwys/dev/video-projects/v-appydave/b87-12-days-of-claudmas-01","derivative","info","Missing shadow file","02-6-setup.mov","Shadow file not found: 02-6-setup.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b88-kybernesis.ai-unboxing","/Users/davidcruwys/dev/video-projects/v-appydave/b88-kybernesis.ai-unboxing","derivative","info","Missing transcript","01-1-intro.mov","Transcript not found (may be queued)","Use FR-136 Regen Transcripts tool or wait for queue"
"b89-vibe-code-video-player-opus-4.5","/Users/davidcruwys/dev/video-projects/v-appydave/b89-vibe-code-video-player-opus-4.5","structural","info","Sequence gaps in chapter 07","","Missing sequences: 2","Use FR-138 Rename Tool with ""Renumber"" option to fill gaps"
"b89-vibe-code-video-player-opus-4.5","/Users/davidcruwys/dev/video-projects/v-appydave/b89-vibe-code-video-player-opus-4.5","derivative","info","Missing shadow file","06-1-smart-player-more.mov","Shadow file not found: 06-1-smart-player-more.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b90-vibe-code-flideck-foundation","/Users/davidcruwys/dev/video-projects/v-appydave/b90-vibe-code-flideck-foundation","structural","info","Sequence gaps in chapter 04","","Missing sequences: 5","Use FR-138 Rename Tool with ""Renumber"" option to fill gaps"
"b90-vibe-code-flideck-foundation","/Users/davidcruwys/dev/video-projects/v-appydave/b90-vibe-code-flideck-foundation","structural","error","Duplicate sequence in chapter 08","","Files: 08-1-demo.mov, 08-1-setup-repo.mov","Rename one file to use different sequence number"
"b90-vibe-code-flideck-foundation","/Users/davidcruwys/dev/video-projects/v-appydave/b90-vibe-code-flideck-foundation","derivative","info","Missing shadow file","06-1-build-foundation.mov","Shadow file not found: 06-1-build-foundation.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b90-vibe-code-flideck-foundation","/Users/davidcruwys/dev/video-projects/v-appydave/b90-vibe-code-flideck-foundation","derivative","info","Missing shadow file","06-2-build-foundation.mov","Shadow file not found: 06-2-build-foundation.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b90-vibe-code-flideck-foundation","/Users/davidcruwys/dev/video-projects/v-appydave/b90-vibe-code-flideck-foundation","derivative","info","Missing shadow file","08-1-setup-repo.mov","Shadow file not found: 08-1-setup-repo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b91-vibe-code-flideck-build-a-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b91-vibe-code-flideck-build-a-presentation","derivative","info","Missing shadow file","01-1-intro.mov","Shadow file not found: 01-1-intro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b91-vibe-code-flideck-build-a-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b91-vibe-code-flideck-build-a-presentation","derivative","info","Missing shadow file","02-1-what-to-build.mov","Shadow file not found: 02-1-what-to-build.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b91-vibe-code-flideck-build-a-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b91-vibe-code-flideck-build-a-presentation","derivative","info","Missing shadow file","02-2-what-to-build.mov","Shadow file not found: 02-2-what-to-build.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b91-vibe-code-flideck-build-a-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b91-vibe-code-flideck-build-a-presentation","derivative","info","Missing shadow file","06-1-outro.mov","Shadow file not found: 06-1-outro.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b91-vibe-code-flideck-build-a-presentation","/Users/davidcruwys/dev/video-projects/v-appydave/b91-vibe-code-flideck-build-a-presentation","derivative","warning","Orphaned shadow file","03-3-fr4-brand-identity.mp4","Shadow exists but source recording not found","Delete orphaned shadow file to save disk space"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-1-1.1-initialize-monorepo.mov","Shadow file not found: 04-1-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-2-1.1-initialize-monorepo.mov","Shadow file not found: 04-2-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-3-1.1-initialize-monorepo.mov","Shadow file not found: 04-3-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-4-1.1-initialize-monorepo.mov","Shadow file not found: 04-4-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-5-1.1-initialize-monorepo.mov","Shadow file not found: 04-5-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-6-1.1-initialize-monorepo.mov","Shadow file not found: 04-6-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","04-7-1.1-initialize-monorepo.mov","Shadow file not found: 04-7-1.1-initialize-monorepo.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-1-1.2-poem-core.mov","Shadow file not found: 05-1-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-2-1.2-poem-core.mov","Shadow file not found: 05-2-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-3-1.2-poem-core.mov","Shadow file not found: 05-3-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-4-1.2-poem-core.mov","Shadow file not found: 05-4-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-5-1.2-poem-core.mov","Shadow file not found: 05-5-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","05-6-1.2-poem-core.mov","Shadow file not found: 05-6-1.2-poem-core.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-1-1.3-poem-app.mov","Shadow file not found: 06-1-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-2-1.3-poem-app.mov","Shadow file not found: 06-2-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-3-1.3-poem-app.mov","Shadow file not found: 06-3-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-4-1.3-poem-app.mov","Shadow file not found: 06-4-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-5-1.3-poem-app.mov","Shadow file not found: 06-5-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-6-1.3-poem-app.mov","Shadow file not found: 06-6-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-7-1.3-poem-app.mov","Shadow file not found: 06-7-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","06-8-1.3-poem-app.mov","Shadow file not found: 06-8-1.3-poem-app.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","07-1-1.4-npx-installer.mov","Shadow file not found: 07-1-1.4-npx-installer.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","07-2-1.4-npx-installer.mov","Shadow file not found: 07-2-1.4-npx-installer.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b93-poem-epic-1","/Users/davidcruwys/dev/video-projects/v-appydave/b93-poem-epic-1","derivative","info","Missing shadow file","07-3-1.4-npx-installer.mov","Shadow file not found: 07-3-1.4-npx-installer.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b95-12-days-of-claudmas-02","/Users/davidcruwys/dev/video-projects/v-appydave/b95-12-days-of-claudmas-02","derivative","info","Missing shadow file","05-1-develop-frontend-ui.mov","Shadow file not found: 05-1-develop-frontend-ui.mp4","Use FR-136 Regen Shadows tool to regenerate"
"b95-12-days-of-claudmas-02","/Users/davidcruwys/dev/video-projects/v-appydave/b95-12-days-of-claudmas-02","derivative","warning","Orphaned shadow file","04-4-develop-claude-agent-sdk.mp4","Shadow exists but source recording not found","Delete orphaned shadow file to save disk space"
"b96-12-days-of-claudmas-03","/Users/davidcruwys/dev/video-projects/v-appydave/b96-12-days-of-claudmas-03","structural","error","Duplicate sequence in chapter 02","","Files: 02-1-minor-improvement.mov, 02-1-what-is-secondbrain.mov","Rename one file to use different sequence number"
"b96-12-days-of-claudmas-03","/Users/davidcruwys/dev/video-projects/v-appydave/b96-12-days-of-claudmas-03","structural","error","Duplicate sequence in chapter 04","","Files: 04-1-second-brain-demo.mov, 04-1-second-brain-plan.mov","Rename one file to use different sequence number"
"b97-poem-epic-2","/Users/davidcruwys/dev/video-projects/v-appydave/b97-poem-epic-2","structural","error","Duplicate sequence in chapter 03","","Files: 03-1-2.1-configure-astro-server.mov, 03-1-epic-2.mov","Rename one file to use different sequence number"
"b97-poem-epic-2","/Users/davidcruwys/dev/video-projects/v-appydave/b97-poem-epic-2","structural","error","Duplicate sequence in chapter 05","","Files: 05-1-2.2-implement-handlebars-overview.mov, 05-1-2.2-implement-handlebars.mov","Rename one file to use different sequence number"
